CUI,Hnum,DB_ref,refcode,disease,description,category,pathways,gene,pathogen,Env-factor,carcinogen,marker,drug,comment,other_DB
C1956132,H01613,MeSH,D008224,Follicular lymphoma,"""Follicular lymphoma (FL) is generally an indolent B cell lymphoproliferative disorder of transformed follicular center B cells. FL is characterized by diffuse lymphoadenopathy, bone marrow involvement, splenomegaly, and less commonly other extranodal sites of involvement. The genetic hallmark of FL, the translocation t(14;18)(q32;q21), results in the constitutive overexpression of the bcl 2 protein, which impairs the normal germinal centre apoptotic programme. Inactivating mutations of MLL2 are found in >80% of FL and interfere with the ability of MLL2 to activate gene transcription through H3K4 methylation. Mutations of other histone modifiers (CREBBP, EZH2, MEF2B, and EP300) are found in ;33%, 27%, 15%, and 9% of FL, respectively.""",Cancer,,"""IgH-BCL2 (translocation) [HSA:596] [KO:K06856 K02161], EZH2 (mutation) [HSA:2146] [KO:K11430], MLL2 (mutation) [HSA:9757 8085] [KO:K14959 K09187], CREBBP (mutation) [HSA:1387] [KO:K04498], MEF2B (mutation) [HSA:4207] [KO:K09261], EP300 (mutation) [HSA:2033] [KO:K04498]""",,,,CD20 [HSA:931] [KO:K06466],"""Rituximab [DR:D02994], Interferon alpha-2a [DR:D00745]""","""ICD-O-3: 9690/3 Follicular lymphoma, NOS, ICD-O-3: 9691/3 Follicular lymphoma, grade 2, ICD-O-3: 9695/3 Follicular lymphoma, grade 1, ICD-O-3: 9698/3 Follicular lymphoma, grade 3""","""ICD-10: C82, MeSH: D008224"""
C1956147,H00269,MeSH,D008831,Primary microcephaly (MCPH),Autosomal recessive primary microcephaly (MCPH) is a neurodevelopmental disorder characterized by reduced skull circumference and brain volume.,Developmental disorder; Nervous system disease,,"""(MCPH1) MCPH1 [HSA:79648] [KO:K19403], (MCPH2) WDR62 [HSA:284403] [KO:K21762], (MCPH3) CDK5RAP2 [HSA:55755] [KO:K16542], (MCPH4) CASC5 [HSA:57082] [KO:K11542], (MCPH5) ASPM [HSA:259266] [KO:K16743], (MCPH6) CENPJ [HSA:55835] [KO:K11502], (MCPH7) STIL [HSA:6491] [KO:K16724], (MCPH8) CEP135 [HSA:9662] [KO:K16461], (MCPH9) CEP152 [HSA:22995] [KO:K16728], (MCPH10) ZNF335 [HSA:63925], (MCPH11) PHC1 [HSA:1911] [KO:K11456], (MCPH12) CDK6 [HSA:1021] [KO:K02091], (MCPH13) CENPE [HSA:1062] [KO:K11498], (",,,,,,"""(MCPHSBA)Microcephaly postnatal progressive with seizures and brain atrophy, (MSCCA) Microcephaly, progressive, seizures, and cerebral and cerebellar atrophy, (MCCPD) Microcephaly, congenital cataract, and psoriasiform dermatitis, (MEDS) Microcephaly, epilepsy, and diabetes syndrome, (MIMIS) Microcephaly micromelia syndrome, See also H00990 Microcephaly, Amish type, H01872 Microcephaly-capillary malformation syndrome, H01876 Microcephaly with or without chorioretinopathy, lymphedema, or mental ","""ICD-10: Q02, MeSH: D008831, OMIM: 607117 604317 604804 604321 608716 608393 612703 614673 614852 615095 615414 616080 616051 616402 616486 616681 617090 617520 613668 615760 616834 614231 251230"""
C1956258,H00225,OMIM,274150,"""Thrombotic thrombocytopenic purpura, Moschcowitz disease, Schulman-Upshaw syndrome""",Thrombotic thrombocytopenic purpura is caused by mutation in the ADAMTS13 gene and characterized by microangiopathic hemolytic anemia and thrombocytopenia. The idiopathic forms were found to have acquired autoantibody inhibitors of the ADAMTS13 metalloprotease.,Hematologic disease; Cardiovascular disease; Immune system disease,,ADAMTS13 [HSA:11093] [KO:K08627],,,,,,,"""ICD-10: D69.2, OMIM: 274150"""
C1956346,H01742,MeSH,D003324,Coronary artery disease,"""Coronary artery disease (CAD) is one of the leading causes of death globally. CAD is coupled to a pathogenic process in which lipids and lipoproteins accumulate in the subendothelial intimal layer of the vessel wall. A variety of environmental and genetic risk factors are associated with CAD, including hypercholesterolemia, hypertension, obesity, diabetes, and a family history of early CAD. It has been reported that an autosomal dominant form of CAD is caused by the mutation in transcription factor MEF2A. A missense mutation in LRP6, which encodes a co-receptor in the Wnt signaling pathway, has also been identified.""",Vascular disease,,"""MEF2A [HSA:4205] [KO:K09260], LRP6 [HSA:4040] [KO:K03068], CX3CR1 [HSA:1524] [KO:K04192], KALRN [HSA:8997] [KO:K15048], MMP3 [HSA:4314] [KO:K01394], CD36 [HSA:948] [KO:K06259]""",,,,,,,"""ICD-10: I25.1, MeSH: D003324, OMIM: 608320 610947 607339 608901 614466 610938"""
C1956384,H00414,MeSH,D003699,"""Hepatitis D, Hepatitis delta virus (HDV) infection""","""Hepatitis D virus (HDV) infection is only found in a subgroup of individuals simultaneously infected with the hepatitis B virus (HBV), because HDV is a defective RNA agent needing the presence of HBV to produce its own coat. HDV may worsen an existing chronic hepatitis B.""",Infectious disease,,,  Hepatitis delta virus [GN:T40085],,,,PEG-IFN-alpha [DR:D02747],,"""ICD-10: B18, MeSH: D003699, MedlinePlus: 000216"""
C1956390,H01465,MeSH,D013700,"""Large-vessel vasculitis (LVV), including: Giant cell arteritis (GCA), Takayasu arteritis (TAK)""","""Large vessel vasculitis (LVV) covers a spectrum of primary vasculitides predominantly affecting the aorta and its major branches. Giant cell arteritis (GCA) and Takayasu arteritis (TAK) are the two main subtypes. GCA is the most common vasculitis affecting adults aged 50 years or more, while TAK is a rare vasculitis that affects younger individuals mainly under 40 years. Clinical presentations vary from asymptomatic to significant systemic symptoms such as fever, weight loss, and symptoms that result from aortitis and high inflammatory markers; C-reactive protein (CRP); and erythrocyte sedimentation rate (ESR) levels. Glucocorticoids are the mainstay of therapy of LVV. Patients may develop predictable adverse effects from long-term glucocorticoid use.""",Nervous system disease; Cardiovascular disease,,,,,,,Tocilizumab [DR:D02596],,"""ICD-10: M31.4 M31.6, MeSH: D013700 D013625"""
C1956390,H01698,MeSH,D013700,"""Giant cell arteritis, Temporal arteritis""","""Giant cell arteritis (GCA), also known as temporal arteritis, is a chronic and polygenic immune-mediated disease of unknown etiology. It is the most common form of vasculitis in individuals over the age of 50 in Western countries. It is characterized by inflammatory damage of the aorta and/or aortic branches, particularly the temporal artery, which can lead to severe complications such as blindness or cerebrovascular disorders. GCA is twice as common in women. It is frequently associated with polymyalgia rheumatica. Laboratory tests usually reveal high erythrocyte sedimentation rate (ESR), elevated levels of C-reactive protein (CRP) and other acute phase proteins, anemia of chronic disease, and thrombocytosis. Genetic association studies have described several genes that are associated with predisposition to GCA, including genes of immune-inflammatory pathways and genes of the HLA class I and II regions. The HLA-DRB1*04 alleles seem to be the most consistently associated genetic risk factors for GCA. Outside the HLA region, the most significant loci included PTPN22. Glucocorticoids are currently the mainstay of treatment for GCA but are associated with frequent adverse events. Tocilizumab, a humanised antihuman IL-6 receptor antibody, has been used successfully in several reports as a treatment of GCA.""",Immune system disease; Cardiovascular disease; Nervous system disease,,"""HLA-DRB1 (polymorphism) [HSA:3123] [KO:K06752], PTPN22 (polymorphism) [HSA:26191] [KO:K18024]""",,,,"""High erythrocyte sedimentation rate (ESR), Elevated levels of C-reactive protein (CRP)""","""Glucocorticoids, Tocilizumab [DR:D02596]""",See also H01465 Large-vessel vasculitis (LVV).,"""ICD-10: M31.6, MeSH: D013700, OMIM: 187360"""
C1956391,H01465,MeSH,D013700,"""Large-vessel vasculitis (LVV), including: Giant cell arteritis (GCA), Takayasu arteritis (TAK)""","""Large vessel vasculitis (LVV) covers a spectrum of primary vasculitides predominantly affecting the aorta and its major branches. Giant cell arteritis (GCA) and Takayasu arteritis (TAK) are the two main subtypes. GCA is the most common vasculitis affecting adults aged 50 years or more, while TAK is a rare vasculitis that affects younger individuals mainly under 40 years. Clinical presentations vary from asymptomatic to significant systemic symptoms such as fever, weight loss, and symptoms that result from aortitis and high inflammatory markers; C-reactive protein (CRP); and erythrocyte sedimentation rate (ESR) levels. Glucocorticoids are the mainstay of therapy of LVV. Patients may develop predictable adverse effects from long-term glucocorticoid use.""",Nervous system disease; Cardiovascular disease,,,,,,,Tocilizumab [DR:D02596],,"""ICD-10: M31.4 M31.6, MeSH: D013700 D013625"""
C1956391,H01698,MeSH,D013700,"""Giant cell arteritis, Temporal arteritis""","""Giant cell arteritis (GCA), also known as temporal arteritis, is a chronic and polygenic immune-mediated disease of unknown etiology. It is the most common form of vasculitis in individuals over the age of 50 in Western countries. It is characterized by inflammatory damage of the aorta and/or aortic branches, particularly the temporal artery, which can lead to severe complications such as blindness or cerebrovascular disorders. GCA is twice as common in women. It is frequently associated with polymyalgia rheumatica. Laboratory tests usually reveal high erythrocyte sedimentation rate (ESR), elevated levels of C-reactive protein (CRP) and other acute phase proteins, anemia of chronic disease, and thrombocytosis. Genetic association studies have described several genes that are associated with predisposition to GCA, including genes of immune-inflammatory pathways and genes of the HLA class I and II regions. The HLA-DRB1*04 alleles seem to be the most consistently associated genetic risk factors for GCA. Outside the HLA region, the most significant loci included PTPN22. Glucocorticoids are currently the mainstay of treatment for GCA but are associated with frequent adverse events. Tocilizumab, a humanised antihuman IL-6 receptor antibody, has been used successfully in several reports as a treatment of GCA.""",Immune system disease; Cardiovascular disease; Nervous system disease,,"""HLA-DRB1 (polymorphism) [HSA:3123] [KO:K06752], PTPN22 (polymorphism) [HSA:26191] [KO:K18024]""",,,,"""High erythrocyte sedimentation rate (ESR), Elevated levels of C-reactive protein (CRP)""","""Glucocorticoids, Tocilizumab [DR:D02596]""",See also H01465 Large-vessel vasculitis (LVV).,"""ICD-10: M31.6, MeSH: D013700, OMIM: 187360"""
C1956410,H00918,MeSH,D004310,Double-outlet right ventricle,"""Double outlet right ventricle (DORV) is a clinically significant congenital heart defect. DORV is a condition in which the aorta rises from the right ventricle and is associated with ventricular septal defect. Chromosomal abnormalities are present in some cases of DORV. Trisomies 13 and 18, and del 22q11 are the most commonly associated cytogenetic lesions. Mutations in the CFC1 and GDF1 genes were the most commonly reported monogenic loci associated with DORV in humans.""",Cardiovascular disease,,"""CFC1 [HSA:55997], GDF1 [HSA:2657] [KO:K05495]""",,,,,,See also H01525 22q11.2 deletion syndrome.,"""ICD-10: Q20.1, MeSH:D004310, OMIM: 217095"""
C1956411,H00918,MeSH,D004310,Double-outlet right ventricle,"""Double outlet right ventricle (DORV) is a clinically significant congenital heart defect. DORV is a condition in which the aorta rises from the right ventricle and is associated with ventricular septal defect. Chromosomal abnormalities are present in some cases of DORV. Trisomies 13 and 18, and del 22q11 are the most commonly associated cytogenetic lesions. Mutations in the CFC1 and GDF1 genes were the most commonly reported monogenic loci associated with DORV in humans.""",Cardiovascular disease,,"""CFC1 [HSA:55997], GDF1 [HSA:2657] [KO:K05495]""",,,,,,See also H01525 22q11.2 deletion syndrome.,"""ICD-10: Q20.1, MeSH:D004310, OMIM: 217095"""
C1956412,H00918,MeSH,D004310,Double-outlet right ventricle,"""Double outlet right ventricle (DORV) is a clinically significant congenital heart defect. DORV is a condition in which the aorta rises from the right ventricle and is associated with ventricular septal defect. Chromosomal abnormalities are present in some cases of DORV. Trisomies 13 and 18, and del 22q11 are the most commonly associated cytogenetic lesions. Mutations in the CFC1 and GDF1 genes were the most commonly reported monogenic loci associated with DORV in humans.""",Cardiovascular disease,,"""CFC1 [HSA:55997], GDF1 [HSA:2657] [KO:K05495]""",,,,,,See also H01525 22q11.2 deletion syndrome.,"""ICD-10: Q20.1, MeSH:D004310, OMIM: 217095"""
C1956413,H00918,MeSH,D004310,Double-outlet right ventricle,"""Double outlet right ventricle (DORV) is a clinically significant congenital heart defect. DORV is a condition in which the aorta rises from the right ventricle and is associated with ventricular septal defect. Chromosomal abnormalities are present in some cases of DORV. Trisomies 13 and 18, and del 22q11 are the most commonly associated cytogenetic lesions. Mutations in the CFC1 and GDF1 genes were the most commonly reported monogenic loci associated with DORV in humans.""",Cardiovascular disease,,"""CFC1 [HSA:55997], GDF1 [HSA:2657] [KO:K05495]""",,,,,,See also H01525 22q11.2 deletion syndrome.,"""ICD-10: Q20.1, MeSH:D004310, OMIM: 217095"""
C1959582,H00539,MeSH,D006223,"""PTEN hamartoma tumor syndrome (PHTS), including: Cowden syndrome [DS:H01222], Bannayan-Riley-Ruvalcaba syndrome, Proteus syndrome""","""PTEN hamartoma tumor syndrome (PHTS) is a spectrum of disorders associated with the formation of hamartomas caused by mutations of the tumor suppressor PTEN. The hamartomas tend to be both benign and malignant tumors, especially in Cowden syndrome.""",Developmental disorder; Cancer,,PTEN [HSA:5728] [KO:K01110],,,,,,,"""ICD-10: Q85.8 Q87.8 Q87.3, MeSH: D016715 C566636 C567337, OMIM: 158350 153480 176920"""
C1959582,H01222,MeSH,D006223,Cowden syndrome,"""Cowden syndrome (CS) is a autosomal dominant inherited cancer syndrome characterized by benign and malignant breast, thyroid, and endometrial neoplasias in addition to cutaneous findings and macrocephaly. Germ line PTEN mutations have been found in 85% of those with CS. A large heterogeneous group of individuals with Cowden-like syndrome, who have various combinations of Cowden syndrome features but who do not meet Cowden syndrome diagnostic criteria, have PTEN mutations less than 10% of the time. In the absence of germline PTEN mutations, approximately 10% of individuals with Cowden syndrome or Cowden-like syndrome harbor germline succinate dehydrogenase variants SDHB and SDHD.""",Developmental disorder,,"""(CWS1) PTEN [HSA:5728] [KO:K01110], (CWS2) SDHB [HSA:6390] [KO:K00235], (CWS3) SDHD [HSA:6392] [KO:K00237], (CWS4) KLLN [HSA:100144748], (CWS5) PIK3CA [HSA:5290] [KO:K00922], (CWS6) AKT1 [HSA:207] [KO:K04456], (CWS7) SEC23B""",,,,,,,"""ICD-10: Q85.9, MeSH: D006223, OMIM: 158350 612359 615106 615107 615108 615109"""
C1959583,H01631,MeSH,D006333,Acute heart failure,"""Acute heart failure (AHF) can be defined as a heterogeneous syndrome of signs and symptoms of new-onset or gradual/rapidly worsening heart failure (HF), requiring urgent therapy. Intrinsic cardiac abnormalities and comorbid conditions, including lung and renal disease, and sleep-disordered breathing, can contribute to the development of AHF. Factors triggering AHF may include ischemia, hypertension, arrhythmias, noncardiac comorbidities, and administered drugs, etc. Because of the poor clinical outcome and the relevant associated morbidity and mortality, it remains a major public health issue with a substantial socioeconomic burden.""",Cardiovascular diseases,,,,,,"""B-type natriuretic peptide (BNP) [HSA:4879] [KO:K12335], N-terminal pro B-type natriuretic peptide (NT-proBNP), Soluble ST2 (sST2), Troponin I [HSA:7137] [KO:K12044], Troponin T [HSA:7139] [KO:K12045], Galectin 3 [HSA:3958] [KO:K06831], Mid-regional proadrenomedullin (MR-proADM), Copeptin [HSA:551] [KO:K05242]""","""Hydrochlorothiazide [DR:D00340], Metolazone [DR:D00431], Chlorthalidone [DR:D00272], Nitroglycerin [DR:D00515]""",,"""ICD-10: I11 I13 I43 I50 I51 P29, MeSH: D006333"""
